date,href,name,comments_qty,article,comments
2020-06-17,https://seekingalpha.com/article/4354413-tesla-makes-expensive-decision?source=content_type:react|section:All|sectionAsset:Analysis|first_level_url:symbol|button:Title|lock_status:No|line:7,Tesla Makes An Expensive Decision,664 Comments,"[-1.63091704e-01  1.14122003e-01 -3.95680498e-03  1.31468251e-01
 -5.35571761e-02  2.18064543e-02 -9.40702930e-02 -5.85472956e-02
 -3.76892574e-02  2.22499911e-02 -5.38938269e-02 -8.69054422e-02
 -1.95261881e-01  2.20624600e-02 -1.30943030e-01  9.54392180e-02
  1.04937114e-01  1.64648533e-01 -1.44336401e-02  1.02802645e-02
 -2.48602718e-01 -3.83514576e-02  1.07503779e-01  2.32062433e-02
 -8.33581537e-02  2.77264472e-02 -2.43235663e-01  5.57488985e-02
 -2.18974948e-02 -3.00136004e-02 -1.63158160e-02  2.17528958e-02
 -7.74978846e-02 -1.14678703e-01 -1.29371911e-01  8.75394940e-02
 -2.09650159e-01  1.18689127e-01 -6.32310435e-02  8.75495002e-02
 -3.77023630e-02 -4.86313701e-02  4.97162603e-02  8.67321119e-02
  4.92158569e-02 -2.93841753e-02 -3.81347053e-02 -1.72033846e-01
 -1.13898940e-01  7.79715031e-02 -1.73356667e-01  2.36598790e-01
 -2.40132213e-02  2.18990684e-01  4.87978831e-02  1.40076548e-01
 -1.66340634e-01 -1.03529900e-01  2.03510001e-03 -1.55592546e-01
 -1.35491312e-01 -8.06829408e-02 -1.89871386e-01 -5.74767254e-02
 -4.88973632e-02 -1.89633250e-01 -1.01978391e-01  1.17276497e-01
 -5.35062402e-02  5.12219481e-02  2.94629335e-02 -6.97534531e-02
  4.63868603e-02 -1.03109777e-02 -2.86611877e-02 -9.59751848e-03
  1.33160338e-01  1.40505405e-02  1.72158163e-02 -8.82636011e-02
 -1.35774344e-01 -1.31606795e-02 -3.17615010e-02 -4.13336186e-03
  1.27524927e-01  6.81292862e-02 -2.60326620e-02  2.16189250e-01
  2.48461422e-02  5.70550710e-02  1.51429027e-02  1.73054766e-02
 -3.75310220e-02 -1.24060579e-01  4.26916331e-02  1.05873026e-01
 -8.72844532e-02  1.00313582e-01  2.50266969e-01 -1.49120549e-02
 -6.57839552e-02 -7.54402252e-03 -6.60324767e-02 -1.17718671e-02
 -5.31816334e-02  1.37670979e-01 -7.95101672e-02  4.67785113e-02
 -3.37370532e-03  1.72096770e-02 -1.20994009e-01 -1.74192116e-01
 -4.48344834e-02 -4.93000895e-02  5.95863089e-02  1.54713064e-01
  7.74935558e-02 -3.77448387e-02 -1.86962746e-02 -2.32077613e-02
  1.07706755e-01  7.30354786e-02 -8.11587647e-03  2.42172405e-02
  1.17616765e-01 -1.60821751e-01 -1.00374825e-01 -1.20009556e-02
  5.75496964e-02  1.08141840e-01 -6.09480888e-02 -2.44905762e-02
 -7.55864829e-02 -5.12765869e-02 -1.56908482e-01  7.53536150e-02
 -3.72679979e-02  4.00999151e-02  2.22392976e-01  1.40894771e-01
  1.93638220e-01 -6.03062436e-02  4.57270108e-02 -3.74657996e-02
 -6.29841313e-02 -9.74064097e-02 -5.01390435e-02  1.58438221e-01
 -5.20204827e-02  2.18199696e-02  6.86306953e-02 -2.89503634e-01
 -5.59221171e-02 -4.78057638e-02 -1.05721980e-01 -8.94042924e-02
  8.31413567e-02  1.67476431e-01 -3.10361572e-02 -2.80532483e-02
  1.79075003e-02  7.88526684e-02  7.04872515e-03  4.03383514e-03
 -1.36904670e-02 -3.87590751e-02  1.64491996e-01  3.83003503e-02
 -1.06183738e-01  8.42649788e-02 -1.15316607e-01 -9.45484117e-02
 -4.42654788e-02 -7.33805373e-02 -2.06564199e-02  2.19504341e-01
  2.42969364e-01 -2.06949025e-01  1.19209671e-02 -8.11697617e-02
  1.93131203e-03  1.88916754e-02  4.34516482e-02 -4.16274965e-02
 -2.89402530e-02  6.62017167e-02 -4.42575812e-02  7.01326877e-02
 -2.96750944e-02  3.35805453e-02  1.14840999e-01 -5.45342565e-02
 -2.41623670e-01 -2.13918518e-02  1.19255662e-01  4.41685170e-02
 -5.88966943e-02 -1.21003892e-02  6.72271028e-02 -9.89539474e-02
 -1.07820533e-01  2.00558789e-02 -1.91197634e-01 -1.23996340e-01
  6.74871802e-02 -7.65778124e-02 -3.44999358e-02  1.04860820e-01
 -4.32935618e-02  1.49229333e-01  1.47601157e-01  8.12697113e-02
 -1.41492367e-01  3.17667890e-03 -8.39052573e-02  5.14937341e-02
  1.61417678e-01 -6.48368299e-02 -1.52765900e-01 -5.62261848e-04
 -1.19503848e-01  1.26463845e-01  6.60677850e-02 -1.38371075e-02
  5.67355892e-04 -8.32213908e-02  5.50614819e-02  5.06222658e-02
  1.09810503e-02 -1.41362473e-01  2.02336311e-02 -4.82117496e-02
 -8.74176174e-02  1.32210543e-02  5.40880254e-03  1.64175257e-02
  4.97647077e-02  9.42959413e-02  7.89681152e-02  9.28122848e-02
  8.61731321e-02  8.33837539e-02  2.59573907e-01 -6.16599880e-02
 -1.05379913e-02  7.45966658e-02 -1.43973976e-01  1.45876750e-01
  4.45742048e-02 -7.14058504e-02  6.15591966e-02  3.02614905e-02
  5.15935943e-02  1.01679921e-01 -1.81648880e-02 -1.13303497e-01
 -4.54504713e-02  5.89583255e-02  2.86129862e-02 -8.71410221e-02
  7.04558715e-02 -1.56568382e-02  1.01791397e-01 -2.44038999e-02
 -8.09146762e-02  1.74569506e-02  9.88199390e-05  4.50647483e-03
 -1.02744605e-02 -5.28525189e-02 -6.64651319e-02 -1.72208901e-02
  2.87905317e-02  9.26861633e-03  7.59413093e-02 -7.47896954e-02
 -1.63530529e-01 -1.31942555e-01 -9.51988921e-02  6.66847080e-02
 -1.01697892e-01  1.43363222e-01 -2.52159662e-03  6.84726459e-04
  5.72550716e-03  5.05491309e-02 -6.33767108e-03 -1.09356185e-02
 -5.98938242e-02 -4.14185040e-02  6.90684393e-02 -1.08239381e-02
 -1.01334319e-01  9.25380662e-02 -2.59166099e-02 -1.53731883e-01
 -1.07469216e-01 -1.91654246e-02 -1.09253302e-01  1.50417015e-01]","[-0.11710306  0.07353242  0.01090979  0.11860059 -0.06360396  0.01235837
 -0.09811361 -0.10060079 -0.03328208  0.03195735 -0.04301232 -0.07115555
 -0.13900383  0.01265042 -0.14540996  0.08925148  0.10809942  0.13136189
 -0.01933091  0.00818981 -0.20202734 -0.02668205  0.0935673   0.01982801
 -0.06871141  0.02062625 -0.22608906  0.04794156  0.00690941 -0.02836988
 -0.04366799 -0.00376993 -0.06716426 -0.15609765 -0.12000731  0.08269586
 -0.15325297  0.1310709  -0.07579051  0.08931833 -0.01691384 -0.03374501
  0.03532078  0.0734395   0.02929425  0.00317543 -0.01804572 -0.14646435
 -0.08425241  0.06582755 -0.17093961  0.21121256  0.00972816  0.18311515
  0.0236567   0.1498946  -0.15627809 -0.11521928  0.00069526 -0.12556966
 -0.13044262 -0.07535113 -0.1789047  -0.08275864 -0.04508577 -0.15403174
 -0.09123705  0.12351352 -0.02675278  0.04854961  0.04165799 -0.08930606
  0.04406536 -0.02081618 -0.03186746  0.00760114  0.102406   -0.00119382
  0.01574295 -0.08325583 -0.1389483  -0.03619086 -0.02273878 -0.00408502
  0.10602929  0.05826799 -0.07451488  0.21509588  0.06155375  0.05056555
 -0.01812167  0.0098483  -0.05224456 -0.11325812  0.02821334  0.09193562
 -0.07567675  0.09684528  0.22417745  0.00889089 -0.03312271 -0.01178842
 -0.06411186 -0.01867644 -0.03263516  0.09893573 -0.07349668  0.01654646
 -0.02047972 -0.00869363 -0.08028278 -0.13418886 -0.0750532  -0.07967574
  0.04608316  0.12744011  0.0749274  -0.02416048 -0.0146334  -0.01016663
  0.08677714  0.05889545  0.00697528  0.0109508   0.11997518 -0.1469916
 -0.07613072  0.04456858  0.06909578  0.09934856 -0.01982948 -0.0124142
 -0.07108287 -0.06330444 -0.13429981  0.05890476 -0.04316362  0.04518253
  0.16681232  0.1469943   0.16102189 -0.03159557  0.05125193 -0.0245173
 -0.07750851 -0.0978507  -0.01696325  0.15465534 -0.06639527 -0.0102835
  0.08125523 -0.24972858 -0.08477138 -0.06080765 -0.10314933 -0.04652219
  0.09622677  0.13180137 -0.02611735 -0.00130063  0.0214519   0.05997092
  0.05625019  0.00589712 -0.01248201 -0.01275009  0.15335527  0.05797912
 -0.10981411  0.04907513 -0.10966403 -0.07930969 -0.0531573  -0.09289922
 -0.03049754  0.20268397  0.20365252 -0.1847996  -0.01533048 -0.04385909
 -0.01646036  0.00436158  0.06807988  0.00671968 -0.03199945  0.02445972
 -0.00816079  0.04656526 -0.00333332  0.00343993  0.09738191 -0.08305626
 -0.21042047 -0.04069664  0.08285882  0.06216834 -0.02228082  0.00463028
  0.06202278 -0.11082046 -0.11218803  0.02738823 -0.1631431  -0.09421135
  0.02361495 -0.06528416 -0.06243218  0.09008531 -0.04269433  0.1014766
  0.1388      0.03971682 -0.11049476  0.00590342 -0.08835113  0.04498073
  0.14891092 -0.03355875 -0.1159676  -0.03419454 -0.1119526   0.11268729
  0.04111977 -0.00096784  0.00653415 -0.05463066  0.0116894   0.03814676
  0.00462009 -0.13573936  0.00913921 -0.01941909 -0.08631174  0.02121763
 -0.00381058  0.00362168  0.05069971  0.06724807  0.06047996  0.06828833
  0.07095587  0.10776518  0.21832235 -0.07331339 -0.00857974  0.05720835
 -0.11146247  0.13642794  0.03951988 -0.05533071  0.05218806  0.05998698
  0.03146144  0.09745994  0.00704601 -0.06943677 -0.03465408  0.03863138
  0.01338902 -0.11913659  0.0473075  -0.01814418  0.08623835 -0.03830634
 -0.04777398  0.0128923  -0.00921647  0.01180199 -0.00058528 -0.0353503
 -0.01971181 -0.0124963   0.00822263 -0.03275662  0.05828825 -0.06809518
 -0.1496348  -0.11219683 -0.07846336  0.06539174 -0.1057975   0.11899661
 -0.02186932 -0.00435271 -0.0031111   0.01815513  0.00928698 -0.00663251
 -0.05546473 -0.04375809  0.05753504 -0.00503524 -0.10264083  0.08569869
 -0.0316391  -0.13667709 -0.11475384 -0.00425857 -0.10457858  0.14492959]"
2020-06-17,https://seekingalpha.com/article/4354297-why-tesla-is-surging-while-ford-and-gm-struggle?source=content_type:react|section:All|sectionAsset:Analysis|first_level_url:symbol|button:Title|lock_status:No|line:8,Why Tesla Is Surging While Ford And GM Struggle,643 Comments,"[-1.70822501e-01  1.10095911e-01 -4.75302292e-03  1.34958044e-01
 -5.79957478e-02  1.83045864e-02 -9.13450569e-02 -5.90884797e-02
 -3.48031670e-02  1.91005338e-02 -5.43786511e-02 -8.63018483e-02
 -2.00108081e-01  2.21214648e-02 -1.27112791e-01  9.25452188e-02
  9.55548957e-02  1.68338105e-01 -1.58578269e-02  5.53815207e-03
 -2.46595263e-01 -3.50984000e-02  1.13791689e-01  1.88849997e-02
 -8.06066021e-02  3.07702869e-02 -2.52552330e-01  5.55177554e-02
 -2.89645139e-02 -2.44200192e-02 -7.04213092e-03  2.75541972e-02
 -7.09179342e-02 -1.07900240e-01 -1.33472800e-01  9.40030739e-02
 -2.16054261e-01  1.22494489e-01 -5.92980646e-02  8.94125625e-02
 -4.05989736e-02 -4.90933470e-02  6.38877004e-02  8.87987688e-02
  4.71107811e-02 -2.81457361e-02 -3.01387236e-02 -1.70284137e-01
 -1.11310385e-01  7.91562870e-02 -1.66733488e-01  2.33068794e-01
 -2.57453658e-02  2.36450776e-01  4.92312089e-02  1.31029800e-01
 -1.55373439e-01 -9.99091044e-02 -5.18689398e-03 -1.55482844e-01
 -1.33466095e-01 -7.56315142e-02 -1.89868554e-01 -5.67847788e-02
 -4.28973176e-02 -1.95859820e-01 -1.02639586e-01  1.14940695e-01
 -5.41094951e-02  4.43536080e-02  2.80298814e-02 -7.05695599e-02
  4.04122993e-02 -1.27738882e-02 -3.57305370e-02 -1.25583811e-02
  1.33677885e-01  1.87394917e-02  1.71237402e-02 -8.97472054e-02
 -1.38513669e-01 -1.24006914e-02 -3.39175686e-02 -1.61799835e-03
  1.25630006e-01  6.95537850e-02 -2.02132761e-02  2.19429359e-01
  1.61676127e-02  5.14780879e-02  1.60461906e-02  2.96337809e-02
 -3.46153826e-02 -1.26298860e-01  4.67523895e-02  1.04629233e-01
 -8.90161246e-02  9.47255418e-02  2.51786143e-01 -1.17482319e-02
 -7.02514648e-02 -1.27530284e-02 -6.43965304e-02 -1.16981808e-02
 -5.67141771e-02  1.41611099e-01 -7.66704530e-02  5.24078310e-02
 -7.80385267e-03  1.76388863e-02 -1.32754117e-01 -1.73099473e-01
 -4.37175408e-02 -4.69649471e-02  6.94232509e-02  1.53588682e-01
  7.56161660e-02 -4.62463051e-02 -1.88488718e-02 -2.62763090e-02
  1.09045275e-01  6.86819926e-02 -9.87954065e-03  2.83615347e-02
  1.15796238e-01 -1.61615431e-01 -9.81309935e-02 -1.13980556e-02
  5.79161122e-02  9.98749360e-02 -7.48365894e-02 -2.42294408e-02
 -7.48386979e-02 -4.84322384e-02 -1.61094874e-01  7.02276900e-02
 -4.31718864e-02  3.62138934e-02  2.32607186e-01  1.35263845e-01
  1.93579063e-01 -6.60540164e-02  4.99383956e-02 -3.31448391e-02
 -6.24341033e-02 -9.05094817e-02 -5.41122295e-02  1.56616956e-01
 -4.91210707e-02  2.56897695e-02  6.98353052e-02 -2.94957370e-01
 -5.53103760e-02 -4.53110784e-02 -1.05114907e-01 -8.52386504e-02
  7.95796588e-02  1.71542510e-01 -3.15960981e-02 -2.90737748e-02
  2.23858580e-02  8.47024471e-02  4.27037338e-03  8.81368481e-03
 -1.57216173e-02 -5.07845469e-02  1.63482741e-01  4.30646949e-02
 -1.04040809e-01  8.96097049e-02 -1.20387644e-01 -9.04868841e-02
 -4.06598300e-02 -7.59143382e-02 -1.94783192e-02  2.17736065e-01
  2.43098527e-01 -2.07107067e-01  1.27314972e-02 -8.74543041e-02
  3.26590403e-03  2.41293721e-02  4.62825857e-02 -4.02148440e-02
 -2.43453160e-02  7.04407841e-02 -4.71898802e-02  7.32853189e-02
 -3.05466186e-02  3.59614193e-02  1.15752421e-01 -4.56677414e-02
 -2.44556516e-01 -1.99225117e-02  1.19696610e-01  4.38621230e-02
 -6.22149333e-02 -1.39553081e-02  7.03952461e-02 -9.96269658e-02
 -1.05688974e-01  2.10485458e-02 -1.98603317e-01 -1.25451252e-01
  6.74742609e-02 -7.21046180e-02 -3.82731594e-02  1.01171486e-01
 -4.00524661e-02  1.53503567e-01  1.43527985e-01  8.68264288e-02
 -1.42153308e-01  2.90396251e-03 -9.02461931e-02  4.57985662e-02
  1.57469869e-01 -6.58806190e-02 -1.52320996e-01  4.05882206e-03
 -1.25209093e-01  1.35188371e-01  6.97446018e-02 -1.18847126e-02
  9.93866846e-03 -8.07965472e-02  6.03488907e-02  5.72103783e-02
  5.07836603e-03 -1.40230045e-01  2.42863372e-02 -5.01823612e-02
 -8.89565125e-02  1.40275843e-02  9.37536824e-03  1.78061929e-02
  5.06221950e-02  9.29030254e-02  8.38379785e-02  9.38230753e-02
  9.08616334e-02  8.59732628e-02  2.60642469e-01 -6.19455539e-02
 -1.44627839e-02  8.26447979e-02 -1.48596317e-01  1.46621332e-01
  4.26172838e-02 -7.59481788e-02  7.47687668e-02  2.65407320e-02
  5.18523194e-02  9.82133672e-02 -1.15041267e-02 -1.15326643e-01
 -3.86249907e-02  6.10440299e-02  2.73362231e-02 -7.94622824e-02
  7.52578154e-02 -1.84109248e-02  9.74902287e-02 -2.21807137e-02
 -8.32775161e-02  2.08098460e-02 -8.44322349e-05  5.26273064e-03
 -1.23411985e-02 -6.18945509e-02 -7.02816695e-02 -1.86165962e-02
  4.09080684e-02  1.53617878e-02  7.77608827e-02 -8.02338049e-02
 -1.63352057e-01 -1.34760350e-01 -9.99013484e-02  6.78018704e-02
 -1.00564845e-01  1.52372822e-01  9.46007029e-04  6.23211078e-03
  1.05863682e-03  5.68259247e-02 -5.11346059e-03 -2.02779230e-02
 -5.92141077e-02 -4.22117412e-02  6.80768043e-02 -2.43755872e-03
 -9.52673703e-02  9.01606604e-02 -2.78196577e-02 -1.57292992e-01
 -1.07913963e-01 -2.04147547e-02 -1.06371015e-01  1.47100940e-01]","[-1.16601177e-01  7.23395497e-02  8.58140271e-03  1.13859594e-01
 -6.31748959e-02  1.21783111e-02 -1.00275233e-01 -1.04512185e-01
 -3.21120322e-02  3.49844359e-02 -4.43909317e-02 -7.29146749e-02
 -1.37608230e-01  9.93364677e-03 -1.49624884e-01  8.97230804e-02
  1.12114854e-01  1.30562186e-01 -1.51181277e-02  7.67517090e-03
 -2.01392159e-01 -2.86262333e-02  9.49805677e-02  2.49242131e-02
 -6.81324229e-02  1.95973050e-02 -2.22948775e-01  4.09413278e-02
  1.07670929e-02 -3.29471454e-02 -5.06630391e-02 -6.63564401e-03
 -6.71071932e-02 -1.59112424e-01 -1.15286462e-01  8.22054073e-02
 -1.51538283e-01  1.28054559e-01 -7.43752867e-02  8.98961946e-02
 -1.52908852e-02 -3.39169540e-02  3.34401615e-02  6.82004765e-02
  2.99793761e-02  3.29946657e-03 -1.38244405e-02 -1.45023033e-01
 -8.77296180e-02  6.47803992e-02 -1.73885033e-01  2.10344598e-01
  1.18197734e-02  1.77587226e-01  2.46371515e-02  1.51681840e-01
 -1.58602655e-01 -1.17380843e-01  2.19915106e-04 -1.24139369e-01
 -1.28209829e-01 -7.28949159e-02 -1.78857654e-01 -8.48119482e-02
 -4.64251712e-02 -1.50611088e-01 -9.15511772e-02  1.24504350e-01
 -2.80807316e-02  5.16269058e-02  4.73415777e-02 -8.57870132e-02
  4.36046198e-02 -2.23179962e-02 -3.09018753e-02  7.69441994e-03
  1.02523543e-01 -4.58552910e-04  1.85488556e-02 -8.32713321e-02
 -1.41222730e-01 -3.70455384e-02 -2.85110027e-02 -5.87588362e-03
  1.03243381e-01  5.58856651e-02 -7.41612241e-02  2.09162831e-01
  6.47623762e-02  4.95265424e-02 -1.92669388e-02  1.10305259e-02
 -5.47879115e-02 -1.15528457e-01  2.64159460e-02  9.07288045e-02
 -7.44070634e-02  1.00815080e-01  2.26484105e-01  1.38261952e-02
 -3.40372734e-02 -1.04444660e-02 -6.16598018e-02 -1.59557816e-02
 -3.14293355e-02  9.58829001e-02 -7.79236779e-02  9.31307953e-03
 -1.73557326e-02 -1.19539462e-02 -7.98130259e-02 -1.38736591e-01
 -7.92060271e-02 -7.75040388e-02  4.76916507e-02  1.27170429e-01
  7.28981420e-02 -2.41226554e-02 -1.88234914e-02 -1.05037028e-02
  8.62902030e-02  6.00730628e-02  5.67188486e-03  1.16871800e-02
  1.21574752e-01 -1.45900577e-01 -8.07501674e-02  4.51228693e-02
  6.56879023e-02  9.93049443e-02 -1.49043296e-02 -1.01134200e-02
 -7.21782818e-02 -6.88755438e-02 -1.32117391e-01  5.71678653e-02
 -4.51423153e-02  4.71863151e-02  1.62924409e-01  1.51080862e-01
  1.61423087e-01 -2.82508805e-02  5.28338216e-02 -2.49218773e-02
 -7.84750730e-02 -9.72286314e-02 -1.44621748e-02  1.53347671e-01
 -6.80994466e-02 -1.26236221e-02  8.13642517e-02 -2.46936485e-01
 -8.59435201e-02 -6.45976439e-02 -1.03938922e-01 -4.63984683e-02
  9.62544605e-02  1.30612060e-01 -2.87611950e-02 -1.55850116e-03
  2.06823461e-02  5.94838448e-02  5.67749739e-02  1.84600649e-03
 -1.60800461e-02 -1.00643989e-02  1.54420093e-01  5.84941283e-02
 -1.10987082e-01  4.78213951e-02 -1.07859291e-01 -7.45868906e-02
 -5.64546250e-02 -9.01965424e-02 -3.15476656e-02  2.00286970e-01
  2.01376900e-01 -1.81778133e-01 -1.69028789e-02 -4.53743786e-02
 -1.85597707e-02  4.84963134e-03  6.86653107e-02  1.20933792e-02
 -3.14183608e-02  2.18295828e-02 -7.26932241e-03  4.56612669e-02
 -5.37170738e-04  1.73235487e-03  9.87654924e-02 -8.67249966e-02
 -2.05031469e-01 -4.08824161e-02  8.24976489e-02  5.93037233e-02
 -1.73053965e-02  7.11427908e-03  5.74095286e-02 -1.08473502e-01
 -1.15122743e-01  2.75765788e-02 -1.60823345e-01 -9.58699733e-02
  2.31926572e-02 -6.47643059e-02 -6.05056584e-02  9.15846527e-02
 -4.17123996e-02  9.95897278e-02  1.40161887e-01  3.42363939e-02
 -1.11082472e-01  2.25527538e-03 -8.80449638e-02  4.57561091e-02
  1.49303824e-01 -3.31472643e-02 -1.16491035e-01 -3.51590551e-02
 -1.09384380e-01  1.08688444e-01  3.46217528e-02  1.25332538e-03
  2.34038243e-03 -5.40911779e-02  1.25567997e-02  3.36916186e-02
  2.48889276e-03 -1.40293077e-01  7.48110376e-03 -1.98494699e-02
 -8.66270736e-02  2.11941954e-02 -2.86672311e-03  1.96077093e-03
  5.01514748e-02  6.34217411e-02  6.09558038e-02  6.74800649e-02
  6.99074417e-02  1.11370765e-01  2.19174176e-01 -7.29311332e-02
 -1.08644553e-02  5.47846667e-02 -1.07660227e-01  1.41029969e-01
  4.08524051e-02 -5.80238253e-02  5.03584705e-02  6.52065948e-02
  3.19649689e-02  9.86843333e-02  9.70827322e-03 -6.65947050e-02
 -3.67495641e-02  3.35265398e-02  1.10867601e-02 -1.24777958e-01
  4.30963002e-02 -1.85916834e-02  8.67153928e-02 -3.79746109e-02
 -4.60747480e-02  7.56572839e-03 -1.06494073e-02  1.30712138e-02
  2.32008123e-03 -3.25594060e-02 -1.50314420e-02 -1.12693170e-02
  9.50640067e-03 -3.51721682e-02  6.23140894e-02 -6.48278967e-02
 -1.47008091e-01 -1.10101283e-01 -7.66341984e-02  6.69448674e-02
 -1.05834082e-01  1.16160795e-01 -2.06766240e-02 -3.70556186e-03
 -6.69720524e-04  1.81263015e-02  5.31877298e-03 -3.42388800e-03
 -5.70386685e-02 -3.95342074e-02  5.93203716e-02 -5.19798556e-03
 -1.06663890e-01  8.53062794e-02 -2.89078206e-02 -1.34155631e-01
 -1.16075888e-01 -6.54865149e-03 -1.04330316e-01  1.50380284e-01]"
